Job ID,Job Title,Company Name,Job Location,Job Type,Salary Range,Experience Required,Posted Date,Application Deadline,Job Portal,Number of Applicants,Education Requirement,Skills Required,Remote/Onsite,Company Size
JOB11683,Sales Representative,IBM,Delhi,Part-time,8-12 LPA,0-2 years,2025-01-08,2025-01-17,Naukri.com,394,MBA,"Digital Marketing, React, Java",Hybrid,Small (1-50)
JOB11684,Sales Representative,Infosys,Pune,Full-time,3-5 LPA,5-10 years,2025-01-09,2025-02-07,Naukri.com,386,MBA,"Java, React, Excel",Hybrid,Small (1-50)
JOB11685,Data Scientist,Google,Noida,Internship,5-8 LPA,10+ years,2025-01-17,2025-02-16,LinkedIn,21,M.Tech,"Machine Learning, Python, SQL",Remote,Large (500+)
JOB11686,Cyber Security Analyst,TCS,Noida,Full-time,5-8 LPA,10+ years,2025-01-01,2025-01-22,Indeed,162,M.Tech,"Python, C++, Excel",Onsite,Large (500+)
JOB11687,Marketing Executive,HCL,Hyderabad,Part-time,12-20 LPA,5-10 years,2025-01-09,2025-01-17,Indeed,50,MBA,"SQL, Python, AWS",Hybrid,Small (1-50)
JOB11688,Sales Representative,Microsoft,Jaipur,Full-time,8-12 LPA,5-10 years,2025-01-13,2025-02-07,LinkedIn,389,B.Tech,"C++, Python, Java",Onsite,Small (1-50)
JOB11689,Data Scientist,IBM,Chennai,Contract,8-12 LPA,2-5 years,2025-01-22,2025-02-06,LinkedIn,275,MBA,"C++, UI/UX, SQL",Hybrid,Large (500+)
JOB11690,Sales Representative,IBM,Pune,Full-time,8-12 LPA,10+ years,2025-01-03,2025-01-15,Indeed,323,MBA,"Excel, Python, Digital Marketing",Hybrid,Small (1-50)
JOB11691,HR Manager,Accenture,Delhi,Part-time,3-5 LPA,0-2 years,2024-12-25,2025-01-03,Indeed,289,MBA,"AWS, Excel, UI/UX",Onsite,Medium (51-500)
JOB11692,Business Analyst,TCS,Hyderabad,Internship,20+ LPA,0-2 years,2025-01-19,2025-01-30,LinkedIn,372,M.Tech,"Java, React, SQL",Hybrid,Large (500+)
JOB11693,Cyber Security Analyst,TCS,Jaipur,Full-time,5-8 LPA,10+ years,2024-12-31,2025-01-27,Naukri.com,176,PhD,"Java, Digital Marketing, AWS",Remote,Large (500+)
JOB11694,Financial Analyst,Infosys,Bangalore,Contract,8-12 LPA,10+ years,2025-01-15,2025-02-05,LinkedIn,50,PhD,"Machine Learning, UI/UX, Excel",Onsite,Large (500+)
JOB11695,Financial Analyst,Deloitte,Pune,Part-time,5-8 LPA,2-5 years,2024-12-23,2025-01-08,Naukri.com,435,PhD,"AWS, Digital Marketing, C++",Hybrid,Large (500+)
JOB11696,Sales Representative,Microsoft,Jaipur,Part-time,5-8 LPA,0-2 years,2025-01-07,2025-01-29,Indeed,137,MBA,"UI/UX, AWS, Java",Hybrid,Large (500+)
JOB11697,Financial Analyst,Microsoft,Chennai,Part-time,8-12 LPA,5-10 years,2025-01-19,2025-02-18,Naukri.com,232,B.Tech,"UI/UX, Excel, SQL",Onsite,Medium (51-500)
JOB11698,Software Engineer,Microsoft,Pune,Part-time,5-8 LPA,0-2 years,2024-12-24,2025-01-23,Indeed,10,B.Tech,"Java, C++, SQL",Remote,Medium (51-500)
JOB11699,HR Manager,Google,Pune,Full-time,8-12 LPA,10+ years,2025-01-21,2025-02-19,Naukri.com,340,M.Tech,"AWS, SQL, UI/UX",Hybrid,Small (1-50)
JOB11700,Marketing Executive,Google,Jaipur,Internship,8-12 LPA,5-10 years,2025-01-15,2025-02-02,Indeed,67,MBA,"Python, SQL, React",Onsite,Large (500+)
JOB11701,Data Scientist,HCL,Chennai,Full-time,12-20 LPA,10+ years,2025-01-15,2025-02-14,Indeed,279,M.Tech,"Excel, Python, Java",Remote,Small (1-50)
JOB11702,HR Manager,Amazon,Mumbai,Part-time,5-8 LPA,0-2 years,2025-01-03,2025-01-19,Indeed,68,B.Sc,"AWS, Excel, SQL",Hybrid,Small (1-50)
JOB11703,Marketing Executive,Amazon,Jaipur,Full-time,12-20 LPA,0-2 years,2025-01-21,2025-02-14,Naukri.com,391,M.Tech,"AWS, SQL, React",Hybrid,Large (500+)
JOB11704,Financial Analyst,HCL,Kolkata,Part-time,5-8 LPA,5-10 years,2025-01-21,2025-02-02,LinkedIn,208,B.Sc,"UI/UX, Machine Learning, SQL",Hybrid,Small (1-50)
JOB11705,Sales Representative,Accenture,Kolkata,Internship,8-12 LPA,5-10 years,2025-01-14,2025-02-02,LinkedIn,471,MBA,"C++, UI/UX, React",Remote,Small (1-50)
JOB11706,HR Manager,HCL,Hyderabad,Part-time,5-8 LPA,2-5 years,2024-12-24,2025-01-02,Naukri.com,415,B.Sc,"AWS, C++, Python",Onsite,Small (1-50)
JOB11707,Product Manager,HCL,Ahmedabad,Contract,20+ LPA,2-5 years,2024-12-26,2025-01-04,Indeed,78,B.Sc,"React, Excel, Python",Remote,Large (500+)
JOB11708,Data Scientist,Amazon,Delhi,Full-time,12-20 LPA,10+ years,2025-01-10,2025-01-22,Indeed,480,B.Sc,"UI/UX, Machine Learning, SQL",Remote,Large (500+)
JOB11709,Cyber Security Analyst,Accenture,Chennai,Contract,12-20 LPA,10+ years,2025-01-19,2025-02-06,Naukri.com,479,B.Tech,"C++, React, Digital Marketing",Onsite,Small (1-50)
JOB11710,Business Analyst,Google,Chennai,Internship,12-20 LPA,10+ years,2025-01-02,2025-01-16,Indeed,302,B.Tech,"Python, Machine Learning, SQL",Hybrid,Medium (51-500)
JOB11711,Marketing Executive,TCS,Hyderabad,Contract,5-8 LPA,10+ years,2025-01-18,2025-02-14,Indeed,172,M.Tech,"C++, Machine Learning, Java",Onsite,Medium (51-500)
JOB11712,Graphic Designer,Google,Hyderabad,Contract,3-5 LPA,5-10 years,2024-12-30,2025-01-08,LinkedIn,499,M.Tech,"C++, UI/UX, Java",Remote,Small (1-50)
JOB11713,Sales Representative,Wipro,Hyderabad,Contract,12-20 LPA,5-10 years,2025-01-14,2025-01-26,Naukri.com,287,M.Tech,"Java, Digital Marketing, C++",Onsite,Medium (51-500)
JOB11714,Cyber Security Analyst,Deloitte,Bangalore,Internship,12-20 LPA,2-5 years,2024-12-28,2025-01-27,Naukri.com,472,B.Sc,"Excel, React, Python",Onsite,Small (1-50)
JOB11715,Business Analyst,Google,Bangalore,Part-time,8-12 LPA,2-5 years,2025-01-01,2025-01-27,Indeed,17,M.Tech,"SQL, Excel, Machine Learning",Remote,Medium (51-500)
JOB11716,HR Manager,Amazon,Jaipur,Contract,20+ LPA,5-10 years,2025-01-20,2025-02-06,Indeed,238,M.Tech,"Machine Learning, AWS, SQL",Remote,Medium (51-500)
JOB11717,Sales Representative,Infosys,Chennai,Full-time,12-20 LPA,0-2 years,2024-12-30,2025-01-24,Indeed,287,MBA,"Digital Marketing, SQL, Python",Hybrid,Large (500+)
JOB11718,Sales Representative,TCS,Noida,Contract,3-5 LPA,10+ years,2025-01-02,2025-01-25,LinkedIn,93,M.Tech,"Machine Learning, UI/UX, Excel",Remote,Large (500+)
JOB11719,Financial Analyst,Deloitte,Delhi,Internship,5-8 LPA,2-5 years,2025-01-10,2025-01-17,LinkedIn,407,B.Sc,"Java, Machine Learning, AWS",Hybrid,Small (1-50)
JOB11720,Business Analyst,IBM,Hyderabad,Internship,3-5 LPA,5-10 years,2024-12-23,2025-01-11,Indeed,461,B.Sc,"Python, C++, React",Remote,Medium (51-500)
JOB11721,Business Analyst,Infosys,Noida,Full-time,12-20 LPA,0-2 years,2024-12-23,2025-01-01,LinkedIn,333,PhD,"React, Java, C++",Remote,Small (1-50)
JOB11722,Data Scientist,Deloitte,Kolkata,Contract,12-20 LPA,2-5 years,2025-01-17,2025-01-28,Naukri.com,116,PhD,"Java, Machine Learning, AWS",Onsite,Medium (51-500)
JOB11723,Financial Analyst,Deloitte,Chennai,Internship,3-5 LPA,10+ years,2025-01-21,2025-02-17,LinkedIn,120,B.Tech,"Excel, Digital Marketing, C++",Remote,Small (1-50)
JOB11724,Software Engineer,Accenture,Delhi,Contract,5-8 LPA,5-10 years,2025-01-04,2025-01-18,LinkedIn,388,PhD,"Excel, AWS, Java",Onsite,Medium (51-500)
JOB11725,Data Scientist,Amazon,Jaipur,Contract,3-5 LPA,10+ years,2024-12-26,2025-01-18,LinkedIn,433,B.Tech,"UI/UX, C++, Excel",Onsite,Medium (51-500)
JOB11726,Product Manager,Infosys,Noida,Full-time,20+ LPA,5-10 years,2025-01-09,2025-02-04,Indeed,67,B.Tech,"Digital Marketing, UI/UX, C++",Remote,Large (500+)
JOB11727,HR Manager,IBM,Pune,Part-time,20+ LPA,2-5 years,2025-01-03,2025-01-19,Indeed,154,PhD,"SQL, Python, Machine Learning",Hybrid,Large (500+)
JOB11728,Financial Analyst,IBM,Delhi,Full-time,5-8 LPA,5-10 years,2025-01-14,2025-02-12,Naukri.com,244,PhD,"Digital Marketing, Excel, SQL",Onsite,Small (1-50)
JOB11729,Product Manager,Google,Noida,Contract,12-20 LPA,0-2 years,2025-01-02,2025-01-12,Indeed,34,M.Tech,"Machine Learning, UI/UX, Digital Marketing",Onsite,Small (1-50)
JOB11730,Software Engineer,Wipro,Delhi,Internship,20+ LPA,0-2 years,2024-12-28,2025-01-21,Indeed,305,MBA,"Digital Marketing, Excel, React",Remote,Large (500+)
JOB11731,Sales Representative,TCS,Mumbai,Part-time,20+ LPA,0-2 years,2024-12-30,2025-01-14,LinkedIn,370,M.Tech,"AWS, C++, Excel",Remote,Medium (51-500)
JOB11732,Marketing Executive,Google,Jaipur,Part-time,8-12 LPA,0-2 years,2024-12-31,2025-01-17,LinkedIn,58,PhD,"React, UI/UX, SQL",Hybrid,Large (500+)
JOB11733,HR Manager,Infosys,Delhi,Internship,5-8 LPA,2-5 years,2025-01-11,2025-01-26,Indeed,165,B.Tech,"Java, React, Excel",Remote,Medium (51-500)
JOB11734,Cyber Security Analyst,TCS,Delhi,Contract,3-5 LPA,2-5 years,2024-12-29,2025-01-13,Naukri.com,421,B.Tech,"C++, Java, Python",Hybrid,Small (1-50)
JOB11735,Marketing Executive,HCL,Mumbai,Internship,3-5 LPA,2-5 years,2025-01-16,2025-02-06,Naukri.com,453,M.Tech,"SQL, C++, UI/UX",Onsite,Medium (51-500)
JOB11736,HR Manager,Amazon,Ahmedabad,Internship,20+ LPA,0-2 years,2025-01-17,2025-02-12,LinkedIn,40,PhD,"SQL, React, C++",Remote,Large (500+)
JOB11737,Business Analyst,Deloitte,Pune,Internship,8-12 LPA,2-5 years,2025-01-07,2025-01-26,Indeed,193,PhD,"Python, AWS, Digital Marketing",Remote,Medium (51-500)
JOB11738,Sales Representative,Google,Ahmedabad,Contract,12-20 LPA,10+ years,2025-01-15,2025-02-04,Naukri.com,431,PhD,"Machine Learning, AWS, C++",Hybrid,Medium (51-500)
JOB11739,Cyber Security Analyst,Deloitte,Hyderabad,Contract,5-8 LPA,10+ years,2025-01-10,2025-01-29,LinkedIn,184,M.Tech,"Excel, Digital Marketing, React",Remote,Medium (51-500)
JOB11740,HR Manager,Accenture,Noida,Part-time,20+ LPA,0-2 years,2025-01-21,2025-01-28,Naukri.com,500,B.Tech,"Digital Marketing, Machine Learning, C++",Onsite,Large (500+)
JOB11741,Graphic Designer,TCS,Jaipur,Contract,5-8 LPA,10+ years,2025-01-01,2025-01-27,LinkedIn,36,B.Tech,"Digital Marketing, UI/UX, SQL",Hybrid,Medium (51-500)
JOB11742,Graphic Designer,Accenture,Bangalore,Full-time,20+ LPA,0-2 years,2025-01-08,2025-01-31,LinkedIn,74,PhD,"Python, SQL, Excel",Remote,Medium (51-500)
JOB11743,Sales Representative,IBM,Delhi,Internship,20+ LPA,2-5 years,2024-12-24,2025-01-16,LinkedIn,85,B.Sc,"UI/UX, React, Excel",Remote,Small (1-50)
JOB11744,Data Scientist,HCL,Bangalore,Internship,3-5 LPA,2-5 years,2024-12-27,2025-01-03,Indeed,435,B.Sc,"C++, Python, UI/UX",Hybrid,Medium (51-500)
JOB11745,Product Manager,HCL,Delhi,Contract,12-20 LPA,10+ years,2025-01-21,2025-02-03,Naukri.com,393,MBA,"Java, Digital Marketing, React",Hybrid,Medium (51-500)
JOB11746,Cyber Security Analyst,Wipro,Hyderabad,Contract,20+ LPA,0-2 years,2024-12-28,2025-01-12,Indeed,420,PhD,"Python, Digital Marketing, React",Onsite,Small (1-50)
JOB11747,Business Analyst,Amazon,Chennai,Part-time,20+ LPA,0-2 years,2024-12-29,2025-01-22,Naukri.com,491,PhD,"React, UI/UX, Machine Learning",Onsite,Small (1-50)
JOB11748,Data Scientist,HCL,Bangalore,Contract,20+ LPA,2-5 years,2024-12-24,2025-01-07,Naukri.com,351,B.Tech,"AWS, Machine Learning, Excel",Onsite,Small (1-50)
JOB11749,Business Analyst,IBM,Chennai,Full-time,3-5 LPA,0-2 years,2025-01-19,2025-02-10,Indeed,18,M.Tech,"C++, SQL, Python",Remote,Large (500+)
JOB11750,Business Analyst,Deloitte,Jaipur,Full-time,8-12 LPA,0-2 years,2024-12-25,2025-01-18,Indeed,14,MBA,"Machine Learning, Python, React",Remote,Large (500+)
JOB11751,Business Analyst,TCS,Pune,Internship,3-5 LPA,0-2 years,2025-01-18,2025-02-14,LinkedIn,248,MBA,"Excel, C++, React",Remote,Large (500+)
JOB11752,Software Engineer,Deloitte,Jaipur,Full-time,3-5 LPA,10+ years,2024-12-23,2025-01-09,LinkedIn,298,M.Tech,"Java, Machine Learning, Excel",Hybrid,Small (1-50)
JOB11753,Business Analyst,Infosys,Pune,Internship,5-8 LPA,5-10 years,2025-01-20,2025-02-09,Naukri.com,390,MBA,"UI/UX, SQL, React",Hybrid,Large (500+)
JOB11754,Marketing Executive,Microsoft,Mumbai,Part-time,8-12 LPA,10+ years,2025-01-05,2025-02-03,Indeed,102,PhD,"Java, Excel, Machine Learning",Hybrid,Medium (51-500)
JOB11755,Sales Representative,Microsoft,Ahmedabad,Contract,20+ LPA,0-2 years,2025-01-09,2025-02-08,Naukri.com,325,B.Sc,"C++, SQL, Digital Marketing",Hybrid,Large (500+)
JOB11756,Cyber Security Analyst,Google,Kolkata,Full-time,5-8 LPA,2-5 years,2025-01-21,2025-02-03,LinkedIn,94,M.Tech,"React, AWS, C++",Hybrid,Small (1-50)
JOB11757,Cyber Security Analyst,Amazon,Hyderabad,Part-time,12-20 LPA,0-2 years,2025-01-21,2025-02-18,LinkedIn,253,MBA,"UI/UX, Python, Java",Hybrid,Large (500+)
JOB11758,Data Scientist,Microsoft,Noida,Contract,5-8 LPA,0-2 years,2025-01-07,2025-01-20,Indeed,181,PhD,"AWS, Java, Machine Learning",Hybrid,Medium (51-500)
JOB11759,Financial Analyst,IBM,Delhi,Contract,12-20 LPA,2-5 years,2025-01-14,2025-01-24,LinkedIn,91,M.Tech,"Java, Digital Marketing, Machine Learning",Remote,Medium (51-500)
JOB11760,Graphic Designer,IBM,Chennai,Full-time,3-5 LPA,2-5 years,2025-01-11,2025-02-06,Naukri.com,245,B.Tech,"Excel, AWS, Digital Marketing",Hybrid,Large (500+)
JOB11761,Business Analyst,Deloitte,Mumbai,Full-time,8-12 LPA,5-10 years,2025-01-01,2025-01-13,Indeed,384,PhD,"React, C++, Machine Learning",Hybrid,Medium (51-500)
JOB11762,Sales Representative,Google,Chennai,Internship,8-12 LPA,5-10 years,2025-01-10,2025-01-27,LinkedIn,406,B.Tech,"AWS, Java, Excel",Remote,Medium (51-500)
JOB11763,Marketing Executive,HCL,Noida,Part-time,20+ LPA,0-2 years,2025-01-06,2025-02-01,Indeed,391,B.Tech,"Digital Marketing, Python, UI/UX",Onsite,Medium (51-500)
JOB11764,Software Engineer,Microsoft,Hyderabad,Part-time,5-8 LPA,10+ years,2025-01-22,2025-02-07,Indeed,160,MBA,"React, Digital Marketing, AWS",Hybrid,Medium (51-500)
JOB11765,Data Scientist,Microsoft,Mumbai,Full-time,20+ LPA,0-2 years,2025-01-04,2025-01-12,Indeed,345,PhD,"SQL, C++, React",Hybrid,Medium (51-500)
JOB11766,Marketing Executive,IBM,Chennai,Contract,12-20 LPA,2-5 years,2025-01-14,2025-02-11,Naukri.com,31,MBA,"Digital Marketing, Machine Learning, SQL",Onsite,Small (1-50)
JOB11767,Financial Analyst,Amazon,Hyderabad,Contract,5-8 LPA,2-5 years,2024-12-25,2025-01-16,LinkedIn,326,PhD,"Digital Marketing, Python, UI/UX",Onsite,Large (500+)
JOB11768,Data Scientist,TCS,Ahmedabad,Contract,8-12 LPA,2-5 years,2025-01-21,2025-02-06,Naukri.com,418,M.Tech,"C++, Java, UI/UX",Remote,Small (1-50)
JOB11769,Sales Representative,Accenture,Hyderabad,Contract,5-8 LPA,0-2 years,2024-12-29,2025-01-16,Naukri.com,209,MBA,"Python, Digital Marketing, React",Onsite,Medium (51-500)
JOB11770,HR Manager,Accenture,Hyderabad,Full-time,20+ LPA,2-5 years,2025-01-17,2025-02-05,Naukri.com,223,MBA,"UI/UX, Java, Python",Onsite,Large (500+)
JOB11771,Business Analyst,Microsoft,Kolkata,Full-time,20+ LPA,0-2 years,2025-01-05,2025-01-20,Naukri.com,102,PhD,"UI/UX, Java, Python",Remote,Medium (51-500)
JOB11772,Marketing Executive,Microsoft,Kolkata,Internship,20+ LPA,10+ years,2025-01-19,2025-02-12,LinkedIn,125,B.Tech,"UI/UX, C++, SQL",Hybrid,Small (1-50)
JOB11773,Cyber Security Analyst,Accenture,Mumbai,Contract,12-20 LPA,0-2 years,2025-01-03,2025-01-14,Naukri.com,333,B.Tech,"Machine Learning, UI/UX, Java",Hybrid,Small (1-50)
JOB11774,Product Manager,Deloitte,Jaipur,Contract,8-12 LPA,10+ years,2025-01-10,2025-01-20,Indeed,105,MBA,"C++, React, Excel",Hybrid,Small (1-50)
JOB11775,Marketing Executive,Infosys,Jaipur,Internship,5-8 LPA,0-2 years,2025-01-19,2025-01-30,Naukri.com,456,B.Sc,"SQL, Excel, React",Hybrid,Large (500+)
JOB11776,Marketing Executive,Deloitte,Mumbai,Full-time,3-5 LPA,10+ years,2025-01-22,2025-02-18,LinkedIn,224,B.Tech,"Java, Python, Excel",Hybrid,Medium (51-500)
JOB11777,Financial Analyst,HCL,Delhi,Contract,3-5 LPA,0-2 years,2025-01-22,2025-02-17,Indeed,358,MBA,"AWS, React, Excel",Onsite,Small (1-50)
JOB11778,Data Scientist,Wipro,Kolkata,Internship,12-20 LPA,10+ years,2024-12-28,2025-01-10,Naukri.com,444,MBA,"Digital Marketing, AWS, Java",Hybrid,Medium (51-500)
JOB11779,Software Engineer,Wipro,Kolkata,Contract,5-8 LPA,2-5 years,2024-12-23,2025-01-12,Indeed,440,M.Tech,"Excel, Java, React",Remote,Medium (51-500)
JOB11780,HR Manager,Wipro,Hyderabad,Part-time,12-20 LPA,10+ years,2025-01-15,2025-01-30,Naukri.com,352,B.Tech,"Java, React, SQL",Hybrid,Medium (51-500)
JOB11781,Cyber Security Analyst,Deloitte,Jaipur,Full-time,5-8 LPA,5-10 years,2025-01-04,2025-01-13,Naukri.com,88,MBA,"Java, SQL, UI/UX",Hybrid,Small (1-50)
JOB11782,Cyber Security Analyst,Accenture,Jaipur,Contract,8-12 LPA,10+ years,2025-01-05,2025-01-14,LinkedIn,10,B.Tech,"Machine Learning, UI/UX, Java",Onsite,Medium (51-500)
JOB11783,Cyber Security Analyst,Microsoft,Delhi,Part-time,20+ LPA,2-5 years,2024-12-27,2025-01-12,Naukri.com,292,B.Tech,"Excel, C++, Machine Learning",Remote,Small (1-50)
JOB11784,Product Manager,Google,Chennai,Internship,3-5 LPA,2-5 years,2025-01-13,2025-02-07,LinkedIn,457,M.Tech,"AWS, Excel, SQL",Onsite,Small (1-50)
JOB11785,Data Scientist,Accenture,Noida,Contract,8-12 LPA,2-5 years,2024-12-28,2025-01-12,Indeed,71,B.Sc,"Digital Marketing, AWS, Machine Learning",Hybrid,Small (1-50)
JOB11786,Sales Representative,Infosys,Hyderabad,Contract,12-20 LPA,10+ years,2025-01-08,2025-01-29,LinkedIn,70,M.Tech,"UI/UX, AWS, C++",Hybrid,Small (1-50)
JOB11787,Sales Representative,TCS,Delhi,Part-time,3-5 LPA,2-5 years,2025-01-08,2025-02-02,Indeed,377,PhD,"UI/UX, Excel, Python",Hybrid,Medium (51-500)
JOB11788,Software Engineer,Infosys,Hyderabad,Internship,8-12 LPA,2-5 years,2024-12-31,2025-01-07,Naukri.com,56,PhD,"C++, SQL, Python",Hybrid,Large (500+)
JOB11789,Marketing Executive,Wipro,Hyderabad,Internship,20+ LPA,5-10 years,2025-01-03,2025-01-26,LinkedIn,107,MBA,"UI/UX, C++, Excel",Remote,Small (1-50)
JOB11790,Financial Analyst,Infosys,Pune,Internship,20+ LPA,5-10 years,2025-01-19,2025-02-08,Naukri.com,86,MBA,"React, Python, SQL",Remote,Medium (51-500)
JOB11791,Data Scientist,IBM,Mumbai,Part-time,12-20 LPA,5-10 years,2025-01-05,2025-01-30,LinkedIn,297,M.Tech,"Digital Marketing, Python, UI/UX",Remote,Large (500+)
JOB11792,Financial Analyst,HCL,Hyderabad,Internship,12-20 LPA,0-2 years,2024-12-23,2025-01-15,Indeed,299,B.Sc,"React, SQL, UI/UX",Remote,Small (1-50)
JOB11793,Product Manager,Microsoft,Pune,Full-time,3-5 LPA,10+ years,2024-12-23,2025-01-15,Naukri.com,435,MBA,"Digital Marketing, Python, UI/UX",Remote,Large (500+)
JOB11794,HR Manager,Accenture,Kolkata,Internship,12-20 LPA,0-2 years,2025-01-11,2025-02-04,Indeed,116,PhD,"Java, Machine Learning, Excel",Onsite,Medium (51-500)
JOB11795,Graphic Designer,Infosys,Delhi,Full-time,3-5 LPA,0-2 years,2025-01-13,2025-02-09,LinkedIn,420,M.Tech,"Excel, C++, React",Remote,Small (1-50)
JOB11796,Sales Representative,HCL,Mumbai,Full-time,8-12 LPA,5-10 years,2025-01-13,2025-02-07,Indeed,161,B.Tech,"C++, UI/UX, React",Remote,Medium (51-500)
JOB11797,Cyber Security Analyst,Microsoft,Chennai,Part-time,12-20 LPA,5-10 years,2025-01-05,2025-02-01,Indeed,479,B.Tech,"Machine Learning, SQL, Python",Remote,Medium (51-500)
JOB11798,Business Analyst,Deloitte,Bangalore,Part-time,3-5 LPA,2-5 years,2024-12-26,2025-01-10,LinkedIn,484,M.Tech,"AWS, C++, React",Onsite,Large (500+)
JOB11799,Financial Analyst,IBM,Hyderabad,Full-time,20+ LPA,5-10 years,2025-01-21,2025-02-11,Naukri.com,482,MBA,"Excel, UI/UX, Machine Learning",Onsite,Medium (51-500)
JOB11800,Software Engineer,Microsoft,Kolkata,Internship,8-12 LPA,5-10 years,2025-01-06,2025-01-30,LinkedIn,64,M.Tech,"Java, Digital Marketing, UI/UX",Remote,Medium (51-500)
JOB11801,Product Manager,Microsoft,Pune,Contract,20+ LPA,10+ years,2025-01-04,2025-01-26,Indeed,489,MBA,"Java, React, Machine Learning",Onsite,Large (500+)
JOB11802,Financial Analyst,Infosys,Hyderabad,Contract,12-20 LPA,5-10 years,2025-01-03,2025-02-01,Naukri.com,315,PhD,"AWS, React, Python",Onsite,Medium (51-500)
JOB11803,HR Manager,HCL,Bangalore,Part-time,3-5 LPA,0-2 years,2024-12-23,2025-01-15,Indeed,338,B.Tech,"UI/UX, Digital Marketing, React",Hybrid,Large (500+)
JOB11804,Sales Representative,TCS,Ahmedabad,Part-time,8-12 LPA,5-10 years,2025-01-12,2025-02-06,LinkedIn,141,B.Sc,"Machine Learning, UI/UX, C++",Remote,Small (1-50)
JOB11805,Graphic Designer,IBM,Chennai,Internship,20+ LPA,5-10 years,2025-01-21,2025-02-02,LinkedIn,285,B.Sc,"Machine Learning, UI/UX, AWS",Hybrid,Small (1-50)
JOB11806,Marketing Executive,Wipro,Ahmedabad,Contract,5-8 LPA,0-2 years,2025-01-02,2025-01-12,LinkedIn,380,PhD,"SQL, AWS, Excel",Remote,Medium (51-500)
JOB11807,Business Analyst,Accenture,Ahmedabad,Contract,12-20 LPA,10+ years,2025-01-08,2025-02-02,Naukri.com,89,B.Sc,"Python, SQL, Digital Marketing",Hybrid,Small (1-50)
JOB11808,Cyber Security Analyst,Deloitte,Jaipur,Internship,3-5 LPA,10+ years,2025-01-09,2025-02-08,LinkedIn,329,M.Tech,"Python, Java, C++",Hybrid,Small (1-50)
JOB11809,Software Engineer,Wipro,Pune,Full-time,8-12 LPA,5-10 years,2025-01-21,2025-02-06,LinkedIn,251,M.Tech,"Python, Java, UI/UX",Hybrid,Large (500+)
JOB11810,Software Engineer,HCL,Chennai,Contract,12-20 LPA,0-2 years,2025-01-17,2025-02-09,Indeed,444,M.Tech,"AWS, SQL, Java",Hybrid,Large (500+)
JOB11811,Cyber Security Analyst,Microsoft,Ahmedabad,Full-time,20+ LPA,0-2 years,2025-01-07,2025-01-26,LinkedIn,437,B.Tech,"Excel, Python, Machine Learning",Remote,Large (500+)
JOB11812,Product Manager,Microsoft,Mumbai,Full-time,3-5 LPA,0-2 years,2024-12-23,2025-01-18,Indeed,255,B.Tech,"C++, Machine Learning, SQL",Onsite,Medium (51-500)
JOB11813,Sales Representative,Wipro,Mumbai,Internship,8-12 LPA,2-5 years,2025-01-06,2025-01-22,Naukri.com,135,PhD,"UI/UX, AWS, React",Onsite,Large (500+)
JOB11814,HR Manager,IBM,Mumbai,Contract,8-12 LPA,5-10 years,2025-01-19,2025-02-15,LinkedIn,314,B.Tech,"Java, Excel, UI/UX",Remote,Large (500+)
JOB11815,HR Manager,Microsoft,Ahmedabad,Internship,20+ LPA,5-10 years,2025-01-18,2025-02-07,Indeed,346,PhD,"Java, UI/UX, React",Hybrid,Small (1-50)
JOB11816,Financial Analyst,Google,Ahmedabad,Contract,12-20 LPA,5-10 years,2025-01-19,2025-02-15,Indeed,168,PhD,"C++, Python, AWS",Onsite,Small (1-50)
JOB11817,HR Manager,Microsoft,Kolkata,Full-time,3-5 LPA,5-10 years,2024-12-27,2025-01-04,LinkedIn,401,MBA,"React, UI/UX, Machine Learning",Hybrid,Large (500+)
JOB11818,Software Engineer,Accenture,Mumbai,Internship,20+ LPA,0-2 years,2025-01-04,2025-01-17,Naukri.com,409,MBA,"Java, React, UI/UX",Hybrid,Large (500+)
JOB11819,Marketing Executive,Microsoft,Pune,Internship,20+ LPA,10+ years,2024-12-31,2025-01-09,Indeed,447,PhD,"UI/UX, Python, Machine Learning",Remote,Small (1-50)
JOB11820,Data Scientist,Wipro,Delhi,Internship,20+ LPA,5-10 years,2025-01-14,2025-02-07,Indeed,335,B.Tech,"C++, UI/UX, Machine Learning",Onsite,Large (500+)
JOB11821,Cyber Security Analyst,Google,Chennai,Full-time,20+ LPA,2-5 years,2024-12-27,2025-01-26,LinkedIn,468,PhD,"UI/UX, Digital Marketing, Machine Learning",Hybrid,Large (500+)
JOB11822,Cyber Security Analyst,Amazon,Ahmedabad,Part-time,5-8 LPA,5-10 years,2025-01-02,2025-01-30,Naukri.com,30,MBA,"UI/UX, Digital Marketing, C++",Hybrid,Small (1-50)
JOB11823,Cyber Security Analyst,Wipro,Kolkata,Contract,5-8 LPA,10+ years,2025-01-11,2025-01-23,LinkedIn,226,B.Sc,"Machine Learning, SQL, Digital Marketing",Hybrid,Medium (51-500)
JOB11824,Sales Representative,IBM,Ahmedabad,Full-time,12-20 LPA,5-10 years,2025-01-16,2025-01-26,Naukri.com,498,B.Sc,"AWS, Python, SQL",Remote,Medium (51-500)
JOB11825,Data Scientist,Google,Chennai,Part-time,3-5 LPA,0-2 years,2025-01-07,2025-01-28,Indeed,449,PhD,"Excel, Java, SQL",Onsite,Large (500+)
